perfil_id,endorsement_count,name,agrupamento
36,2,Gerenciamento de processos de negócios,Negócios / Marketing
36,2,Língua Portuguesa,Idiomas
36,2,Liderança de equipe,Comportamento / Social
36,2,Microsoft Office,Informática / Softwares
37,28,PHP,Linguagem de Programação
37,29,JavaScript,Linguagem de Programação
37,21,Python,Linguagem de Programação
37,4,Scrum,Gestão / Administração
37,13,Performance Improvement,Gestão / Administração
37,8,Team Leadership,Gestão / Administração
37,7,Linux,Informática / Softwares
37,7,Git,Informática / Softwares
37,6,MySQL,Informática / Softwares
37,3,Nginx,Informática / Softwares
37,2,Django,Informática / Softwares
37,5,Laravel,Informática / Softwares
37,2,WordPress,Informática / Softwares
37,1,PostgreSQL,Informática / Softwares
37,1,AngularJS,Informática / Softwares
37,4,TDD,Informática / Softwares
38,10,Python,Linguagem de Programação
38,11,Scrum,Gestão / Administração
38,4,Desenvolvimento de software,TI / Desenvolvedor
38,4,Engenharia de software,Engenharia
38,2,Desenvolvimento orientado a testes,TI / Desenvolvedor
38,3,Agile Methodologies,Gestão / Administração
38,4,Análise de sistemas,TI / Desenvolvedor
38,4,Análise de requisitos,TI / Desenvolvedor
38,4,Linux,Informática / Softwares
38,1,Coordenação de projetos,Gestão / Administração
38,Não Informado,Liderança de equipe,Comportamento / Social
38,3,PHP,Linguagem de Programação
38,1,Java,Linguagem de Programação
38,1,HTML5,Linguagem de Programação
38,15,JavaScript,Linguagem de Programação
38,4,jQuery,Informática / Softwares
38,5,CSS,Informática / Softwares
38,4,SQL,Linguagem de Programação
38,6,UML,Linguagem de Programação
38,1,Web Services,Informática / Softwares
38,Não Informado,REST,Informática / Softwares
38,Não Informado,SOAP,Informática / Softwares
38,1,Web Development,TI / Desenvolvedor
38,2,Git,Informática / Softwares
38,1,PostgreSQL,Informática / Softwares
38,3,Jenkins,Informática / Softwares
38,Não Informado,Nginx,Informática / Softwares
38,Não Informado,Servidor Apache,Informática / Softwares
38,1,Sistemas operacionais,TI / Desenvolvedor
39,14,Microsoft Excel,Informática / Softwares
39,11,Microsoft Office,Informática / Softwares
39,12,Microsoft PowerPoint,Informática / Softwares
39,8,Planejamento empresarial,Gestão / Administração
39,8,Planejamento estratégico,Gestão / Administração
39,6,Business,Negócios / Marketing
39,8,Estratégia empresarial,Gestão / Administração
39,4,Business Analysis,Negócios / Marketing
39,4,Business Planning,Negócios / Marketing
39,4,ERP (Planejamento de recursos empresariais),Gestão / Administração
39,1,Excel Dashboards,Informática / Softwares
39,4,Inglês,Idiomas
39,3,Gestão,Gestão / Administração
39,5,Sistemas operacionais,TI / Desenvolvedor
39,2,Business Intelligence Tools,Negócios / Marketing
39,2,Strategic Consulting,Gestão / Administração
39,3,Liderança de equipe,Comportamento / Social
39,1,Gestão de informações,Gestão / Administração
39,2,Inteligência empresarial,Gestão / Administração
39,1,Inteligência de mercado,Negócios / Marketing
39,1,Competitive Analysis,Negócios / Marketing
39,1,Dashboard,TI / Desenvolvedor
39,1,Information Management,Gestão / Administração
39,1,Data Analysis,TI / Desenvolvedor
39,1,Marketing digital,Negócios / Marketing
39,1,Operating Systems,TI / Desenvolvedor
39,9,Microsoft Word,Informática / Softwares
39,1,Business Intelligence,Negócios / Marketing
39,Não Informado,VBA,TI / Desenvolvedor
39,Não Informado,Negociação,Negócios / Marketing
39,Não Informado,Marketing,Negócios / Marketing
39,Não Informado,Consultoria,Gestão / Administração
39,Não Informado,Análises,Gestão / Administração
39,Não Informado,Consultoria de gestão,Gestão / Administração
39,Não Informado,Capacidade analítica,Comportamento / Social
39,Não Informado,Planejamento de projetos,Gestão / Administração
39,Não Informado,Empreendedorismo,Empreendedorismo
39,Não Informado,Análises de mercado,Negócios / Marketing
39,Não Informado,Estratégia,Gestão / Administração
40,21,JavaScript,Linguagem de Programação
40,6,Angular,Informática / Softwares
40,12,jQuery,Informática / Softwares
40,13,HTML,Linguagem de Programação
40,13,CSS,Informática / Softwares
40,9,AJAX,Linguagem de Programação
40,5,Ruby on Rails,Linguagem de Programação
40,7,User Interfaces,TI / Desenvolvedor
40,12,Linux,Informática / Softwares
40,6,Python,Linguagem de Programação
40,7,Programming,Linguagem de Programação
40,6,Programação de computadores,Linguagem de Programação
40,3,PHP,Linguagem de Programação
40,2,Node.js,Informática / Softwares
40,Não Informado,Arquitetura de software,TI / Desenvolvedor
40,3,Scrum,Gestão / Administração
40,Não Informado,SEO (Otimização de motores de busca),TI / Desenvolvedor
40,2,Git,Informática / Softwares
40,1,SASS,Linguagem de Programação
40,Não Informado,Chrome Developer Tools,Informática / Softwares
40,Não Informado,Compatibilidade cross-browser,Linguagem de Programação
40,Não Informado,Design de interação,Design / Artes
42,Não Informado,Microsoft Excel,Informática / Softwares
42,Não Informado,Customer Service,Negócios / Marketing
42,Não Informado,Leadership,Gestão / Administração
42,Não Informado,Microsoft Word,Informática / Softwares
42,Não Informado,Microsoft Office,Informática / Softwares
42,Não Informado,Research,Negócios / Marketing
42,Não Informado,Microsoft PowerPoint,Informática / Softwares
42,Não Informado,Public Speaking,Oratória / Escrita
42,Não Informado,Social Media,Negócios / Marketing
42,Não Informado,Marketing,Negócios / Marketing
42,Não Informado,SAP ERP,Gestão / Administração
43,5,Finanças,Negócios / Marketing
43,4,Contabilidade,Gestão / Administração
43,3,Microsoft Windows,Informática / Softwares
43,2,Microsoft Excel,Informática / Softwares
43,2,Microsoft Word,Informática / Softwares
43,2,Microsoft PowerPoint,Informática / Softwares
43,1,Microsoft Office,Informática / Softwares
43,1,Auditoria,Gestão / Administração
43,1,Management,Gestão / Administração
43,1,Negociação,Negócios / Marketing
43,1,Microsoft Project,Gestão / Administração
43,1,Negotiation,Negócios / Marketing
43,1,Customer Service,Negócios / Marketing
43,1,Leadership,Gestão / Administração
43,1,Research,Negócios / Marketing
43,1,Windows,Informática / Softwares
43,1,Pesquisa,Negócios / Marketing
43,1,Atendimento ao Cliente,Negócios / Marketing
43,1,Gestão,Gestão / Administração
43,1,Inglês,Idiomas
43,1,Liderança,Comportamento / Social
43,1,"Profissional competente, comunicativo e proativo.",Comportamento / Social
43,1,Bom relacionamento para trabalhar em equipe.,Comportamento / Social
43,1,Inglês Intermediário,Idiomas
44,2,Go,Linguagem de Programação
44,1,Google Cloud Platform,Informática / Softwares
44,24,MySQL,Informática / Softwares
44,1,Ceph,Informática / Softwares
44,26,Linux,Informática / Softwares
44,1,Redis,Informática / Softwares
44,1,Nginx,Informática / Softwares
44,19,Scrum,Gestão / Administração
44,3,Scalability,TI / Desenvolvedor
44,4,Problem Solving,Gestão / Administração
44,21,JavaScript,Linguagem de Programação
44,23,PHP,Linguagem de Programação
44,4,Software Engineering,Engenharia
44,13,Web Development,TI / Desenvolvedor
44,4,Ruby,Linguagem de Programação
44,1,Amazon Web Services (AWS),Informática / Softwares
44,Não Informado,Lua,Informática / Softwares
44,5,Social Web,TI / Desenvolvedor
44,5,Team Management,Gestão / Administração
44,4,Python,Linguagem de Programação
44,6,Performance Tuning,TI / Desenvolvedor
44,3,CSS,Informática / Softwares
44,4,Git,Informática / Softwares
44,3,Java,Linguagem de Programação
44,3,Software Development,TI / Desenvolvedor
44,Não Informado,Kubernetes,Informática / Softwares
44,1,HTML 5,Linguagem de Programação
44,2,Varnish Cache,Informática / Softwares
44,2,Google Analytics,Informática / Softwares
44,1,Product Management,Gestão / Administração
44,1,System Architecture,TI / Desenvolvedor
44,1,Development Management,Gestão / Administração
44,7,Facebook API,Informática / Softwares
44,1,DevOps,TI / Desenvolvedor
44,1,Social Networking,TI / Desenvolvedor
44,1,Shell Scripting,Informática / Softwares
44,1,User Experience,TI / Desenvolvedor
44,7,OpenSocial,Informática / Softwares
44,Não Informado,Music Theory,Design / Artes
44,Não Informado,SEO,TI / Desenvolvedor
44,8,jQuery,Informática / Softwares
44,2,AJAX,Linguagem de Programação
44,1,HTML5,Linguagem de Programação
44,Não Informado,SQL,Linguagem de Programação
44,Não Informado,HTML,Linguagem de Programação
44,Não Informado,Operating Systems,TI / Desenvolvedor
44,Não Informado,IT Service Management,Gestão / Administração
45,1,JavaScript,Linguagem de Programação
45,2,PHP,Linguagem de Programação
45,1,HTML,Linguagem de Programação
45,1,MySQL,Informática / Softwares
45,Não Informado,Python,Linguagem de Programação
45,Não Informado,Java,Linguagem de Programação
45,Não Informado,CSS,Informática / Softwares
45,Não Informado,C++,Linguagem de Programação
45,3,Desenvolvimento de software,TI / Desenvolvedor
45,Não Informado,Software Development,TI / Desenvolvedor
45,Não Informado,Web Development,TI / Desenvolvedor
45,Não Informado,Hardware Installation,TI / Desenvolvedor
45,2,Scrum,Gestão / Administração
46,Não Informado,Git,Informática / Softwares
46,Não Informado,Scrum,Gestão / Administração
46,Não Informado,Web Development,TI / Desenvolvedor
46,Não Informado,HTML,Linguagem de Programação
46,Não Informado,CSS,Informática / Softwares
46,Não Informado,JavaScript,Linguagem de Programação
46,Não Informado,Software Development,TI / Desenvolvedor
46,Não Informado,MySQL,Informática / Softwares
46,Não Informado,PHP,Linguagem de Programação
47,4,Psychological Assessment,Gestão / Administração
47,4,Psychometrics,Gestão / Administração
47,3,Research,Negócios / Marketing
47,Não Informado,Recruitments,Gestão / Administração
47,6,Microsoft Excel,Informática / Softwares
47,5,Microsoft Word,Informática / Softwares
47,Não Informado,PowerPoint,Informática / Softwares
47,Não Informado,English,Idiomas
47,Não Informado,Negotiation,Negócios / Marketing
47,1,Liderança de equipe,Comportamento / Social
47,2,Microsoft Office,Informática / Softwares
47,1,Português,Idiomas
47,Não Informado,Strategic Planning,Gestão / Administração
47,3,Microsoft PowerPoint,Informática / Softwares
47,3,Inglês,Idiomas
47,1,Planejamento estratégico,Gestão / Administração
47,1,Estratégia empresarial,Gestão / Administração
47,1,Human Resources,Gestão / Administração
49,36,Interaction Design,Design / Artes
49,27,User Experience,TI / Desenvolvedor
49,22,Design da Experiência do Usuário,TI / Desenvolvedor
49,21,User Interface Design,TI / Desenvolvedor
49,20,Information Architecture,TI / Desenvolvedor
49,20,Layout,Design / Artes
49,20,Design de interação,Design / Artes
49,19,Design de interface do usuário,TI / Desenvolvedor
49,18,User-centered Design,TI / Desenvolvedor
49,16,Arquitetura de informação,TI / Desenvolvedor
49,16,Experiência do usuário,TI / Desenvolvedor
49,14,Web design,TI / Desenvolvedor
49,11,User Experience Design,TI / Desenvolvedor
49,11,Marketing digital,Negócios / Marketing
49,11,Adobe Photoshop,Informática / Softwares
49,10,Usability,TI / Desenvolvedor
49,10,Adobe Illustrator,Informática / Softwares
49,10,Design gráfico,Design / Artes
49,8,Web Design,TI / Desenvolvedor
49,8,Photoshop,Informática / Softwares
49,6,Design Thinking,Comportamento / Social
49,6,Axure,Informática / Softwares
49,6,Graphic Design,Design / Artes
49,6,Layout gráfico,Design / Artes
49,5,Experience Design,Design / Artes
49,4,Design de experiência,Design / Artes
49,Não Informado,Usabilidade,TI / Desenvolvedor
49,2,Digital Marketing,Negócios / Marketing
49,Não Informado,Design thinking,Comportamento / Social
49,1,ActionScript,Linguagem de Programação
49,1,Accessibility,TI / Desenvolvedor
49,1,Illustrator,Design / Artes
49,1,mobile application design,Informática / Softwares
49,1,Design voltado para o usuário,TI / Desenvolvedor
49,Não Informado,Responsiveness,TI / Desenvolvedor
49,Não Informado,Web Application Design,TI / Desenvolvedor
50,60,Marketing digital,Negócios / Marketing
50,49,Marketing de motor de busca,Negócios / Marketing
50,43,Marketing,Negócios / Marketing
50,35,Publicidade online,Negócios / Marketing
50,34,Estratégias de marketing,Negócios / Marketing
50,29,Digital Marketing,Negócios / Marketing
50,21,Marketing por e-mail,Negócios / Marketing
50,17,Marketing social,Negócios / Marketing
50,16,Online Advertising,Negócios / Marketing
50,14,Social Media Marketing,Negócios / Marketing
50,13,Marketing Strategy,Negócios / Marketing
50,12,Google Analytics,Informática / Softwares
50,11,Digital Media,Negócios / Marketing
50,11,Digital Strategy,Gestão / Administração
50,11,Estratégia digital,Gestão / Administração
50,10,Email Marketing,Negócios / Marketing
50,9,Mídias sociais,Negócios / Marketing
50,9,Comércio eletrônico,Negócios / Marketing
50,8,Mídia digital,Negócios / Marketing
50,7,Facebook,Informática / Softwares
50,5,Social Media,Negócios / Marketing
50,5,CRM,Gestão / Administração
50,5,Google AdWords,Informática / Softwares
50,5,Comunicações de marketing,Negócios / Marketing
50,4,Google Adwords,Informática / Softwares
50,4,SEM,Negócios / Marketing
50,4,Advertising,Negócios / Marketing
50,4,Análise de rede,TI / Desenvolvedor
50,4,SEO (Otimização de motores de busca),TI / Desenvolvedor
50,4,Gestão de relação de clientes,Negócios / Marketing
50,3,Web Analytics,TI / Desenvolvedor
50,3,E-commerce,Negócios / Marketing
50,3,Mobile Marketing,Negócios / Marketing
50,3,Media Planning,Negócios / Marketing
50,3,Marketing para dispositivos móveis,Negócios / Marketing
50,3,Planejamento de mídia,Gestão / Administração
50,3,Publicidade,Negócios / Marketing
50,2,SEO,TI / Desenvolvedor
50,2,Marketing Communications,Negócios / Marketing
50,1,Trade Marketing,Negócios / Marketing
51,25,Team Leadership,Gestão / Administração
51,23,Sales Operations,Negócios / Marketing
51,21,Sales Management,Negócios / Marketing
51,16,Trade Marketing,Negócios / Marketing
51,16,Strategic Planning,Gestão / Administração
51,12,PDCA,Gestão / Administração
51,11,Portuguese,Idiomas
51,11,Pricing Strategy,Gestão / Administração
51,10,English,Idiomas
51,8,Supply Chain,Gestão / Administração
51,3,Spanish,Idiomas
52,27,Optimization Strategies,Gestão / Administração
52,42,SEO,TI / Desenvolvedor
52,65,Google Analytics,Informática / Softwares
52,18,Usability Testing,TI / Desenvolvedor
52,19,Conversion Optimization,TI / Desenvolvedor
52,23,Usability,TI / Desenvolvedor
52,30,Digital Marketing,Negócios / Marketing
52,13,Information Architecture,TI / Desenvolvedor
52,17,Web Analytics,TI / Desenvolvedor
52,16,Digital Advertising,Negócios / Marketing
52,5,Inbound Marketing,Negócios / Marketing
52,6,Digital Strategy,Gestão / Administração
52,19,jQuery,Informática / Softwares
52,38,CSS,Informática / Softwares
52,24,WordPress,Informática / Softwares
52,11,HTML 5,Linguagem de Programação
52,14,PHP,Linguagem de Programação
52,6,CSS3,Informática / Softwares
52,7,Google Adwords,Informática / Softwares
52,4,Semantic HTML,Linguagem de Programação
52,5,Mobile Devices,Informática / Softwares
52,8,Wireframes,Informática / Softwares
52,4,PPC,Negócios / Marketing
52,4,SEM,Negócios / Marketing
52,3,Landing Page Optimization,TI / Desenvolvedor
52,9,JavaScript,Linguagem de Programação
52,3,E-commerce Optimization,Negócios / Marketing
52,3,E-commerce Consulting,Negócios / Marketing
52,7,Online Advertising,Negócios / Marketing
52,9,Social Media Marketing,Negócios / Marketing
52,3,Social Media Advertising,Negócios / Marketing
52,6,Online Marketing,Negócios / Marketing
52,3,Digital Media Services,Negócios / Marketing
52,2,Accessibility,TI / Desenvolvedor
52,2,Sitemap,Informática / Softwares
52,2,Web Standards,TI / Desenvolvedor
52,5,Social Media,Negócios / Marketing
52,33,SEO (Otimização de motores de busca),TI / Desenvolvedor
52,39,Marketing digital,Negócios / Marketing
52,9,Marketing de motor de busca,Negócios / Marketing
52,21,JQuery,Informática / Softwares
52,12,Marketing online,Negócios / Marketing
52,12,Mídias sociais,Negócios / Marketing
52,9,Marketing social,Negócios / Marketing
52,8,Arquitetura de informação,TI / Desenvolvedor
52,12,Publicidade online,Negócios / Marketing
52,7,Análise de rede,TI / Desenvolvedor
52,4,Usabilidade,TI / Desenvolvedor
52,6,Estratégia digital,Gestão / Administração
52,7,HTML5,Linguagem de Programação
53,9,Copywriting,Informática / Softwares
53,20,Social Media,Negócios / Marketing
53,17,Digital Marketing,Negócios / Marketing
53,10,Art Direction,Design / Artes
53,22,Mídias sociais,Negócios / Marketing
53,13,Comunicações de marketing,Negócios / Marketing
53,12,Publicidade,Negócios / Marketing
53,19,Marketing digital,Negócios / Marketing
53,16,Estratégias de marketing,Negócios / Marketing
53,9,Publicidade online,Negócios / Marketing
53,11,Redação,Oratória / Escrita
53,3,Video Production,Gestão / Administração
53,14,Adobe Photoshop,Informática / Softwares
53,5,Inglês,Idiomas
53,7,Planejamento estratégico,Gestão / Administração
53,4,Gestão,Gestão / Administração
53,7,Adobe Illustrator,Informática / Softwares
53,3,Photoshop,Informática / Softwares
53,5,Marketing social,Negócios / Marketing
53,8,Marketing,Negócios / Marketing
53,7,Microsoft Office,Informática / Softwares
53,3,Microsoft Excel,Informática / Softwares
54,14,Business Planning,Negócios / Marketing
54,12,Marketing digital,Negócios / Marketing
54,12,Estratégias de marketing,Negócios / Marketing
54,7,Publicidade online,Negócios / Marketing
54,7,Business Strategy,Negócios / Marketing
54,6,Business Intelligence,Negócios / Marketing
54,6,Business Development,Negócios / Marketing
54,7,Gestão,Gestão / Administração
54,5,New Business Development,Negócios / Marketing
54,5,Comércio eletrônico,Negócios / Marketing
54,4,Gestão de relação de clientes,Negócios / Marketing
54,4,Relações com os clientes,Negócios / Marketing
54,3,Google Analytics,Informática / Softwares
54,3,Inteligência empresarial,Gestão / Administração
54,3,Planejamento empresarial,Gestão / Administração
54,7,Estratégia empresarial,Gestão / Administração
54,3,Desenvolvimentos de clientes,Negócios / Marketing
55,18,Mídias sociais,Negócios / Marketing
55,15,Estratégias de marketing,Negócios / Marketing
55,13,Marketing,Negócios / Marketing
55,11,Planejamento estratégico,Gestão / Administração
55,10,Publicidade,Negócios / Marketing
55,10,Microsoft Office,Informática / Softwares
55,8,Marketing digital,Negócios / Marketing
55,7,Social Media Marketing,Negócios / Marketing
55,6,Comunicações de marketing,Negócios / Marketing
55,6,Marketing Communications,Negócios / Marketing
55,5,Social Media,Negócios / Marketing
55,3,Inglês,Idiomas
55,2,Microsoft PowerPoint,Informática / Softwares
55,2,Publicidade online,Negócios / Marketing
55,2,Relações públicas,Negócios / Marketing
55,1,Adobe Photoshop,Informática / Softwares
56,7,Marketing,Negócios / Marketing
56,5,Planejamento estratégico,Gestão / Administração
56,5,Marketing digital,Negócios / Marketing
56,4,Publicidade,Negócios / Marketing
56,3,Gestão de projetos,Gestão / Administração
57,35,Scrum,Gestão / Administração
57,27,Desenvolvimento de sistemas,TI / Desenvolvedor
57,32,Java,Linguagem de Programação
57,26,JavaScript,Linguagem de Programação
57,26,SQL,Linguagem de Programação
57,11,Palestras,Gestão / Administração
57,19,Analise de sistemas,TI / Desenvolvedor
57,16,Ruby,Linguagem de Programação
57,18,Microsoft SQL Server,Informática / Softwares
57,16,CSS,Informática / Softwares
57,13,Gerenciamento de serviços de TI,Gestão / Administração
57,13,Liderança de equipe,Comportamento / Social
57,12,Servidor Windows,Informática / Softwares
57,11,Linux,Informática / Softwares
57,16,HTML,Linguagem de Programação
57,12,Git,Informática / Softwares
57,9,Tableau,Informática / Softwares
57,10,Microsoft Project,Gestão / Administração
57,12,UML,Linguagem de Programação
57,15,Sistemas operacionais,TI / Desenvolvedor
57,11,ITIL,TI / Desenvolvedor
58,27,ITIL,TI / Desenvolvedor
58,18,Gerenciamento de serviços de TI,Gestão / Administração
58,14,Sistemas operacionais,TI / Desenvolvedor
58,11,Liderança de equipe,Comportamento / Social
58,10,COBIT,TI / Desenvolvedor
58,9,ERP (Planejamento de recursos empresariais),Gestão / Administração
58,9,Gestão de TI,Gestão / Administração
58,8,Centro de processamento de dados,TI / Desenvolvedor
58,8,Microsoft Excel,Informática / Softwares
58,7,IT Service Management,Gestão / Administração
58,7,ERP,Gestão / Administração
58,7,Microsoft Project,Gestão / Administração
58,6,Business Intelligence,Negócios / Marketing
58,6,Data Center,TI / Desenvolvedor
58,6,5S,Gestão / Administração
58,6,IT Management,Gestão / Administração
58,5,Team Leadership,Gestão / Administração
58,5,Terceirização de serviços,Gestão / Administração
58,5,Recursos humanos,Gestão / Administração
58,5,Operating Systems,TI / Desenvolvedor
58,5,Microsoft Office,Informática / Softwares
59,15,Microsoft Excel,Informática / Softwares
59,12,Microsoft Office,Informática / Softwares
59,9,Liderança,Comportamento / Social
59,8,Gestão de projetos,Gestão / Administração
59,8,Microsoft PowerPoint,Informática / Softwares
59,6,Microsoft Word,Informática / Softwares
59,5,Gestão de programas,Gestão / Administração
59,4,Gestão,Gestão / Administração
59,3,Atendimento ao Cliente,Negócios / Marketing
59,3,Planejamento estratégico,Gestão / Administração
59,3,Consultoria de gestão,Gestão / Administração
59,2,Liderança de equipe,Comportamento / Social
59,2,Planejamento empresarial,Gestão / Administração
59,2,Leadership,Gestão / Administração
59,2,Management,Gestão / Administração
59,2,PowerPoint,Informática / Softwares
59,2,Project Management,Gestão / Administração
59,1,Treinamento,Gestão / Administração
60,5,Product Development,Gestão / Administração
60,4,Business Development,Negócios / Marketing
60,4,Amazon Web Services (AWS),Informática / Softwares
60,3,Project Management,Gestão / Administração
60,10,iOS development,Informática / Softwares
60,6,MySQL,Informática / Softwares
60,11,JavaScript,Linguagem de Programação
60,11,HTML 5,Linguagem de Programação
60,7,CSS3,Informática / Softwares
60,7,PHP,Linguagem de Programação
60,6,Python,Linguagem de Programação
60,88,Interaction Design,Design / Artes
60,72,User Experience,TI / Desenvolvedor
60,4,Business Model Canvas,Negócios / Marketing
60,60,User-centered Design,TI / Desenvolvedor
60,53,Usability Testing,TI / Desenvolvedor
60,51,Usability,TI / Desenvolvedor
60,36,Information Architecture,TI / Desenvolvedor
60,32,Design Thinking,Comportamento / Social
60,27,Information Design,TI / Desenvolvedor
60,21,Experience Design,Design / Artes
60,20,Heuristic Evaluation,TI / Desenvolvedor
60,17,User Interface Design,TI / Desenvolvedor
60,13,CSS,Informática / Softwares
60,11,Prototype,TI / Desenvolvedor
60,11,Front-end,TI / Desenvolvedor
60,9,Persona,Negócios / Marketing
60,9,User Experience Design,TI / Desenvolvedor
60,9,Ethnography,História / Turismo
60,8,Digital Marketing,Negócios / Marketing
60,7,Paper Prototyping,TI / Desenvolvedor
60,8,jQuery,Informática / Softwares
60,7,Usability Engineering,Engenharia
60,7,Mobile Design,Informática / Softwares
60,6,Human Computer Interaction,TI / Desenvolvedor
60,5,Axure,Informática / Softwares
60,4,Design Strategy,Gestão / Administração
60,4,Service Design,Design / Artes
60,5,Wireframes,Informática / Softwares
60,4,Contextual Inquiry,TI / Desenvolvedor
60,5,MongoDB,Informática / Softwares
60,4,Heroku,Informática / Softwares
60,3,Rapid Prototyping,TI / Desenvolvedor
60,2,Design Research,Negócios / Marketing
60,2,Prototyping,TI / Desenvolvedor
60,2,Personas,Negócios / Marketing
60,1,customer development,Negócios / Marketing
61,3,Entrepreneurship,Empreendedorismo
61,2,Microsoft Office,Informática / Softwares
61,2,Project Management,Gestão / Administração
61,1,Critical Thinking,Comportamento / Social
61,1,Business Management,Negócios / Marketing
61,Não Informado,Data Analysis,TI / Desenvolvedor
61,Não Informado,SQL,Linguagem de Programação
61,Não Informado,Big Data Analytics,TI / Desenvolvedor
61,Não Informado,Operations Management,Gestão / Administração
61,Não Informado,Affiliate Marketing,Negócios / Marketing
61,Não Informado,Digital Marketing,Negócios / Marketing
61,Não Informado,Data Analytics,TI / Desenvolvedor
61,Não Informado,"Extract, Transform, Load (ETL)",TI / Desenvolvedor
62,46,Marketing digital,Negócios / Marketing
62,32,Affiliation,Negócios / Marketing
62,35,Publicidade online,Negócios / Marketing
62,26,Fotografia,Design / Artes
62,22,E-commerce SEO,Negócios / Marketing
62,16,Marketing por e-mail,Negócios / Marketing
62,24,Corporate Branding,Gestão / Administração
62,32,Marketing,Negócios / Marketing
62,21,Estratégias de marketing,Negócios / Marketing
62,15,Mídias sociais,Negócios / Marketing
62,15,Comércio eletrônico,Negócios / Marketing
62,10,Planejamento estratégico,Gestão / Administração
62,11,Email Marketing,Negócios / Marketing
62,22,Online Advertising,Negócios / Marketing
62,12,Marketing online,Negócios / Marketing
62,14,Marketing Communications,Negócios / Marketing
62,16,Identidade de marca corporativa,Gestão / Administração
62,9,Marketing social,Negócios / Marketing
62,10,Comunicações de marketing,Negócios / Marketing
62,29,Adobe Photoshop,Informática / Softwares
62,13,InDesign,Informática / Softwares
62,19,Adobe Illustrator,Informática / Softwares
62,12,Microsoft Office,Informática / Softwares
62,6,Social Media,Negócios / Marketing
62,2,Social Media Marketing,Negócios / Marketing
63,44,JavaScript,Linguagem de Programação
63,41,CSS,Informática / Softwares
63,3,Tecnologia da informação,TI / Desenvolvedor
63,9,Suporte técnico,TI / Desenvolvedor
63,23,Linux,Informática / Softwares
63,18,Sistemas operacionais,TI / Desenvolvedor
63,9,Scrum,Gestão / Administração
63,2,Tecnologias educacionais,Educação
63,33,E-learning,Informática / Softwares
63,41,MySQL,Informática / Softwares
63,27,PHP,Linguagem de Programação
63,19,Moodle,Informática / Softwares
63,13,Multimídia,Informática / Softwares
63,2,Empreendedorismo social,Empreendedorismo
63,1,Facilitador Educacional,Educação
63,11,Microsoft Excel,Informática / Softwares
63,12,SQL,Linguagem de Programação
63,9,Microsoft SQL Server,Informática / Softwares
63,2,Gestão de projetos de software,Gestão / Administração
63,7,HTML5,Linguagem de Programação
63,23,Microsoft Office,Informática / Softwares
63,18,HTML,Linguagem de Programação
63,1,Novos negócios,Negócios / Marketing
64,2,Gestão de Pessoas,Gestão / Administração
64,3,Comunicação interna,Negócios / Marketing
64,2,Gestão da mudanças,Gestão / Administração
64,3,Melhoria de processos,Gestão / Administração
64,2,History,História / Turismo
64,2,Pesquisa,Negócios / Marketing
64,2,Organizações sem fins lucrativos,Gestão / Administração
64,2,Visão sistêmica,Comportamento / Social
64,2,Microsoft Windows,Informática / Softwares
64,2,Liderança,Comportamento / Social
64,1,Mídias sociais,Negócios / Marketing
65,9,SQL,Linguagem de Programação
65,8,JavaScript,Linguagem de Programação
65,8,jQuery,Informática / Softwares
65,8,PHP,Linguagem de Programação
65,7,CSS,Informática / Softwares
65,7,MySQL,Informática / Softwares
65,5,GruntJS,Informática / Softwares
65,5,HTML,Linguagem de Programação
65,5,SASS,Linguagem de Programação
65,3,Scrum,Gestão / Administração
65,2,Gulp.js,Informática / Softwares
65,2,LESS,Linguagem de Programação
65,2,Node.js,Informática / Softwares
65,2,Facebook API,Informática / Softwares
65,2,Git,Informática / Softwares
65,2,C#,Linguagem de Programação
65,2,Laravel,Informática / Softwares
65,1,Microsoft SQL Server,Informática / Softwares
65,1,Linux,Informática / Softwares
65,5,Search Engine Optimization (SEO),TI / Desenvolvedor
66,25,Marketing Strategy,Negócios / Marketing
66,21,Marketing,Negócios / Marketing
66,16,Estratégia empresarial,Gestão / Administração
66,15,Estratégias de marketing,Negócios / Marketing
66,11,Sales Management,Negócios / Marketing
66,12,Business Strategy,Negócios / Marketing
66,13,Microsoft Office,Informática / Softwares
66,8,New Business Development,Negócios / Marketing
66,9,Business Planning,Negócios / Marketing
66,9,Marketing Management,Negócios / Marketing
66,9,Gestão de vendas,Negócios / Marketing
66,6,Gestão de marketing,Negócios / Marketing
66,6,Managing Distribution Channels,Negócios / Marketing
66,6,Competitive Analysis,Negócios / Marketing
66,7,Planejamento empresarial,Gestão / Administração
66,5,Microsoft Word,Informática / Softwares
66,5,Desenvolvimento de novos negócios,Negócios / Marketing
66,4,Brand Development,Gestão / Administração
66,4,Team Management,Gestão / Administração
66,5,Planejamento estratégico,Gestão / Administração
66,5,Negociação,Negócios / Marketing
66,5,Marketing digital,Negócios / Marketing
66,5,Gestão,Gestão / Administração
66,3,Relationship Marketing,Negócios / Marketing
66,3,Advertising,Negócios / Marketing
66,3,Telecommunications,Negócios / Marketing
66,3,Liderança,Comportamento / Social
66,4,Liderança de equipe,Comportamento / Social
66,3,Análise da competitividade,Negócios / Marketing
66,3,Publicidade online,Negócios / Marketing
66,3,Gestão de projetos,Gestão / Administração
66,3,Comunicações de marketing,Negócios / Marketing
66,4,Estratégia,Gestão / Administração
