perfil_id,endorsement_count,name,agrupamento
66,3,Vendas,Negócios / Marketing
66,3,Comércio eletrônico,Negócios / Marketing
66,4,Marketing no Facebook,Negócios / Marketing
66,3,Google Analytics,Informática / Softwares
66,3,Ajuda no sucesso do cliente,Negócios / Marketing
66,4,Experiência do usuário,TI / Desenvolvedor
66,4,Marketing online,Negócios / Marketing
66,2,Marketing inbound,Negócios / Marketing
66,Não Informado,Strategic Planning,Gestão / Administração
66,Não Informado,Negotiation,Negócios / Marketing
66,1,Digital Marketing,Negócios / Marketing
67,8,Design gráfico,Design / Artes
67,11,Marketing,Negócios / Marketing
67,8,Advertising,Negócios / Marketing
67,4,Redação,Oratória / Escrita
67,6,Negociação,Negócios / Marketing
67,5,Estratégia empresarial,Gestão / Administração
67,4,Comunicação digital,Negócios / Marketing
67,2,Publicidade,Negócios / Marketing
67,2,Estratégia digital,Gestão / Administração
68,22,Estratégia empresarial,Gestão / Administração
68,14,Gestão de ativos,Gestão / Administração
68,13,Mercado de capitais,Negócios / Marketing
68,10,Modelagem financeira,Negócios / Marketing
68,10,Finanças corporativas,Negócios / Marketing
68,8,Microsoft Excel,Informática / Softwares
68,8,Planejamento estratégico,Gestão / Administração
68,7,Investimentos,Negócios / Marketing
68,7,Microsoft Office,Informática / Softwares
68,5,Economia,Negócios / Marketing
68,4,Business Planning,Negócios / Marketing
68,3,Análise financeira,Negócios / Marketing
68,2,Mercados financeiros,Negócios / Marketing
68,2,Avaliação financeira,Negócios / Marketing
68,2,Asset Management,Gestão / Administração
68,1,Planejamento empresarial,Gestão / Administração
69,21,Gestão de relação de clientes,Negócios / Marketing
69,19,Estratégia empresarial,Gestão / Administração
69,17,Estratégias de marketing,Negócios / Marketing
69,9,Marketing digital,Negócios / Marketing
69,8,Negociação,Negócios / Marketing
69,7,Planejamento empresarial,Gestão / Administração
69,6,DOS,Informática / Softwares
69,5,Gestão de produtos,Gestão / Administração
69,5,Business Strategy,Negócios / Marketing
69,4,Strategic Planning,Gestão / Administração
70,17,Atendimento ao Cliente,Negócios / Marketing
70,12,Inovação aberta,Empreendedorismo
70,4,Customer Success,Negócios / Marketing
70,11,Liderança inovadora,Comportamento / Social
70,5,Gestão,Gestão / Administração
70,Não Informado,Microsoft Office,Informática / Softwares
70,6,Java,Linguagem de Programação
70,7,Vendas,Negócios / Marketing
70,7,Desenvolvimento de software,TI / Desenvolvedor
70,12,Oratória,Oratória / Escrita
70,7,Experiência do cliente,Negócios / Marketing
70,5,Experiência do usuário,TI / Desenvolvedor
70,2,Customer Satisfaction,Negócios / Marketing
70,4,Liderança,Comportamento / Social
70,6,Gestão de projetos,Gestão / Administração
70,3,Management,Gestão / Administração
70,3,Project Management,Gestão / Administração
70,3,Digital Marketing,Negócios / Marketing
70,5,Microsoft Word,Informática / Softwares
70,1,Marketing digital,Negócios / Marketing
70,1,Microsoft Excel,Informática / Softwares
70,1,Microsoft PowerPoint,Informática / Softwares
71,5,Marketing digital,Negócios / Marketing
71,5,Publicidade online,Negócios / Marketing
71,5,Mídia digital,Negócios / Marketing
71,4,Publicidade,Negócios / Marketing
71,4,Marketing online,Negócios / Marketing
71,3,Estratégia digital,Gestão / Administração
71,2,Comunicação empresarial,Negócios / Marketing
71,1,Relações com a mídia,Negócios / Marketing
71,1,Google AdWords,Informática / Softwares
71,Não Informado,Marketing de influenciadores,Negócios / Marketing
71,Não Informado,Mídias sociais,Negócios / Marketing
72,17,Marketing Strategy,Negócios / Marketing
72,13,Creative Direction,Linguagem de Programação
72,13,Film Production,Gestão / Administração
72,12,Short Films,Design / Artes
72,12,Advertising,Negócios / Marketing
72,12,Digital Marketing,Negócios / Marketing
72,12,Online Advertising,Negócios / Marketing
72,11,Social Media,Negócios / Marketing
72,10,Photoshop,Informática / Softwares
72,10,Illustrator,Design / Artes
72,8,Estratégias de marketing,Negócios / Marketing
72,6,Comunicações de marketing,Negócios / Marketing
72,6,Comunicação empresarial,Negócios / Marketing
72,6,Planejamento estratégico,Gestão / Administração
72,5,Gestão de projetos,Gestão / Administração
72,5,Communicação estratégica,Negócios / Marketing
72,4,Strategic Planning,Gestão / Administração
72,4,Compositing,Linguagem de Programação
72,3,Marketing digital,Negócios / Marketing
72,2,Mídias sociais,Negócios / Marketing
72,2,Publicidade online,Negócios / Marketing
73,4,Java,Linguagem de Programação
73,2,C,Linguagem de Programação
73,1,Scrum,Gestão / Administração
73,1,Git,Informática / Softwares
73,Não Informado,HTML,Linguagem de Programação
73,Não Informado,Usability Testing,TI / Desenvolvedor
74,41,Estratégias de marketing,Negócios / Marketing
74,24,Negociação,Negócios / Marketing
74,21,Marketing,Negócios / Marketing
74,13,Microsoft Excel,Informática / Softwares
74,10,Marketing digital,Negócios / Marketing
74,10,Vendas,Negócios / Marketing
74,7,Digital Marketing,Negócios / Marketing
74,7,B2B,Negócios / Marketing
74,7,Gestão de vendas,Negócios / Marketing
74,7,Planejamento de mercado,Negócios / Marketing
74,7,Gestão de relação de clientes,Negócios / Marketing
74,6,E-commerce,Negócios / Marketing
74,6,Marketing Strategy,Negócios / Marketing
74,6,Sales,Negócios / Marketing
74,6,Negotiation,Negócios / Marketing
74,6,Comércio eletrônico,Negócios / Marketing
74,6,Inglês,Idiomas
74,5,Start-ups,Empreendedorismo
74,5,Marketing social,Negócios / Marketing
74,4,Salesforce.com,Negócios / Marketing
74,4,Português,Idiomas
74,4,Empresas startups,Empreendedorismo
74,3,CRM,Gestão / Administração
74,3,Marketing por e-mail,Negócios / Marketing
74,2,Portuguese,Idiomas
74,2,English,Idiomas
74,2,Email Marketing,Negócios / Marketing
74,2,SEM,Negócios / Marketing
74,2,Google Analytics,Informática / Softwares
74,2,Social Media Marketing,Negócios / Marketing
74,2,Market Planning,Negócios / Marketing
74,2,Sales Management,Negócios / Marketing
75,13,Estratégia empresarial,Gestão / Administração
75,11,Linhas aéreas,Engenharia
75,6,Turismo,História / Turismo
75,6,Estratégias de marketing,Negócios / Marketing
75,6,Precificação,Negócios / Marketing
75,5,Vendas,Negócios / Marketing
75,4,Atendimento ao Cliente,Negócios / Marketing
75,3,Português,Idiomas
75,2,Microsoft Excel,Informática / Softwares
75,2,Business Strategy,Negócios / Marketing
75,1,Microsoft Office,Informática / Softwares
75,Não Informado,Customer Service,Negócios / Marketing
75,Não Informado,Sabre,Informática / Softwares
75,Não Informado,Amadeus,Informática / Softwares
75,Não Informado,Oracle Hyperion Web Analysis,Informática / Softwares
75,Não Informado,Navitaire SkySpeed 3.4,Informática / Softwares
75,Não Informado,Oracle i-Expenses,Informática / Softwares
76,4,Foco no cliente,Negócios / Marketing
76,3,Comunicação interpessoal,Comportamento / Social
76,3,Proatividade,Comportamento / Social
76,3,Persistência,Comportamento / Social
76,3,Sociabilidade,Comportamento / Social
76,3,Sensibilidade,Comportamento / Social
77,26,Comércio eletrônico,Negócios / Marketing
77,19,Google Analytics,Informática / Softwares
77,19,Marketing digital,Negócios / Marketing
77,13,Google AdWords,Informática / Softwares
77,12,E-commerce,Negócios / Marketing
77,11,Estratégias de marketing,Negócios / Marketing
77,8,Marketing online,Negócios / Marketing
77,8,Análise de rede,TI / Desenvolvedor
77,7,Estratégia digital,Gestão / Administração
77,6,Digital Strategy,Gestão / Administração
77,6,Digital Media,Negócios / Marketing
77,6,Online Marketing,Negócios / Marketing
77,5,Digital Marketing,Negócios / Marketing
77,5,Web Analytics,TI / Desenvolvedor
77,5,Marketing,Negócios / Marketing
77,4,SEO,TI / Desenvolvedor
77,4,Google Adwords,Informática / Softwares
77,4,Publicidade online,Negócios / Marketing
77,4,Planejamento estratégico,Gestão / Administração
77,4,Marketing por e-mail,Negócios / Marketing
77,4,Marketing social,Negócios / Marketing
77,3,Mídias sociais,Negócios / Marketing
77,3,Marketing Strategy,Negócios / Marketing
77,3,SEO (Otimização de motores de busca),TI / Desenvolvedor
77,2,Mobile Marketing,Negócios / Marketing
77,2,Estratégia empresarial,Gestão / Administração
77,2,Publicidade,Negócios / Marketing
77,2,Mídia digital,Negócios / Marketing
77,1,Gestão,Gestão / Administração
77,1,Negociação,Negócios / Marketing
78,48,User Experience,TI / Desenvolvedor
78,36,Information Architecture,TI / Desenvolvedor
78,24,E-commerce,Negócios / Marketing
78,23,Experiência do usuário,TI / Desenvolvedor
78,18,Front-end,TI / Desenvolvedor
78,17,Web Analytics,TI / Desenvolvedor
78,17,User Interface Design,TI / Desenvolvedor
78,16,Usability,TI / Desenvolvedor
78,14,Axure,Informática / Softwares
78,14,Usability Testing,TI / Desenvolvedor
78,13,Google Analytics,Informática / Softwares
78,12,DOS,Informática / Softwares
78,12,Comércio eletrônico,Negócios / Marketing
78,11,Scrum,Gestão / Administração
78,10,Interaction Design,Design / Artes
78,10,SEO,TI / Desenvolvedor
78,9,Digital Strategy,Gestão / Administração
78,8,User Interface,TI / Desenvolvedor
78,8,SEM,Negócios / Marketing
78,7,Wireframes,Informática / Softwares
78,7,Mobile Design,Informática / Softwares
78,7,Web Design,TI / Desenvolvedor
78,7,Agile Methodologies,Gestão / Administração
78,6,User-centered Design,TI / Desenvolvedor
78,5,Kanban,Informática / Softwares
78,5,jQuery,Informática / Softwares
78,4,Web Standards,TI / Desenvolvedor
78,4,Usabilidade,TI / Desenvolvedor
78,3,Mobile Applications,Informática / Softwares
78,3,Sistema front-end,TI / Desenvolvedor
78,3,Teste de usabilidade,TI / Desenvolvedor
78,3,SEO (Otimização de motores de busca),TI / Desenvolvedor
78,2,Web design,TI / Desenvolvedor
78,2,JQuery,Informática / Softwares
79,52,Linux,Informática / Softwares
79,49,C++,Linguagem de Programação
79,39,Python,Linguagem de Programação
79,39,Scrum,Gestão / Administração
79,32,C,Linguagem de Programação
79,28,Software Engineering,Engenharia
79,25,Qt,Informática / Softwares
79,20,Git,Informática / Softwares
79,16,Embedded Systems,TI / Desenvolvedor
79,15,Shell Scripting,Informática / Softwares
79,14,Swift,Informática / Softwares
79,13,Objective-C,Linguagem de Programação
79,10,Software Development,TI / Desenvolvedor
79,8,iOS Development,Informática / Softwares
79,7,Bash,Informática / Softwares
79,6,Algorithms,Linguagem de Programação
79,6,MySQL,Informática / Softwares
79,3,Django,Informática / Softwares
79,3,Web Development,TI / Desenvolvedor
80,34,Scrum,Gestão / Administração
80,16,Java,Linguagem de Programação
80,13,Mobile Testing,Informática / Softwares
80,13,Metodologias ágeis,Gestão / Administração
80,12,Agile Methodologies,Gestão / Administração
80,12,Automação de testes,TI / Desenvolvedor
80,11,JIRA,Linguagem de Programação
80,10,Bug Tracking,TI / Desenvolvedor
80,9,TestLink,TI / Desenvolvedor
80,8,Test Automation,TI / Desenvolvedor
80,8,Eclipse,Informática / Softwares
80,7,Windows Phone,Informática / Softwares
80,6,Teamwork,Gestão / Administração
80,6,Selenium,Informática / Softwares
80,5,MySQL,Informática / Softwares
80,3,Test Strategy,Gestão / Administração
80,3,PostgreSQL,Informática / Softwares
80,3,C#,Linguagem de Programação
80,3,C++,Linguagem de Programação
80,2,Brazilian Portuguese,Idiomas
80,2,JMeter,Informática / Softwares
80,2,Fitnesse,Informática / Softwares
80,2,Microsoft Visual Studio,Informática / Softwares
80,2,Engenharia de software,Engenharia
80,2,Acompanhamento de bugs,TI / Desenvolvedor
80,1,Automated Software Testing,TI / Desenvolvedor
80,1,System Testing,TI / Desenvolvedor
80,1,BDD,TI / Desenvolvedor
80,1,Cucumber,Informática / Softwares
80,1,Microsoft Test Manager,Informática / Softwares
80,1,Team Foundation Server,Informática / Softwares
80,1,Selenium Webdriver,Informática / Softwares
80,11,Software Testing Process,TI / Desenvolvedor
80,3,Cobertura for J2ME,Informática / Softwares
80,3,Selenium RC/IDE,Informática / Softwares
80,1,eFitnesse,Informática / Softwares
80,1,JMUnit,Informática / Softwares
80,1,Coded UI,Informática / Softwares
80,1,Robotium,Informática / Softwares
80,1,Monkeyrunner,Informática / Softwares
80,1,Sikuli,Informática / Softwares
81,15,Valuation,Negócios / Marketing
81,15,Corporate Finance,Negócios / Marketing
81,12,Financial Modeling,Negócios / Marketing
81,10,Finance,Negócios / Marketing
81,7,Capital Markets,Negócios / Marketing
81,4,VBA,TI / Desenvolvedor
81,3,PowerPoint,Informática / Softwares
81,2,Data Analysis,TI / Desenvolvedor
82,4,Scrum,Gestão / Administração
82,3,Engenharia de software,Engenharia
82,3,MySQL,Informática / Softwares
82,3,UML,Linguagem de Programação
82,3,Java,Linguagem de Programação
82,2,C (linguagem de programação),Linguagem de Programação
82,2,Desenvolvimento de produtos,TI / Desenvolvedor
82,2,Frameworks PHP,Informática / Softwares
82,2,Desenvolvimento para iOS,Informática / Softwares
82,2,PHP,Linguagem de Programação
82,2,Linux,Informática / Softwares
82,1,Swift,Informática / Softwares
82,1,SQL,Linguagem de Programação
82,1,JavaScript,Linguagem de Programação
82,1,HTML,Linguagem de Programação
82,1,CSS,Informática / Softwares
82,1,Liderança de equipe,Comportamento / Social
82,1,Metodologias ágeis,Gestão / Administração
82,1,Git,Informática / Softwares
82,1,Android,Informática / Softwares
82,1,HTML5,Linguagem de Programação
82,1,Desenvolvimento de sites,TI / Desenvolvedor
82,Não Informado,Desenvolvimento de software,TI / Desenvolvedor
82,Não Informado,C,Linguagem de Programação
82,Não Informado,Sistemas operacionais,TI / Desenvolvedor
82,Não Informado,Programação de computadores,Linguagem de Programação
82,1,Tétriz,Informática / Softwares
83,5,Desenvolvimento Android,Informática / Softwares
83,5,Java,Linguagem de Programação
83,3,C#,Linguagem de Programação
83,1,SQL,Linguagem de Programação
83,2,PHP,Linguagem de Programação
83,2,MySQL,Informática / Softwares
83,1,Microsoft SQL Server,Informática / Softwares
83,2,Visual Basic,Informática / Softwares
83,1,Programming Languages,Linguagem de Programação
83,1,Software Development,TI / Desenvolvedor
83,1,Development Programming,TI / Desenvolvedor
83,1,HTML,Linguagem de Programação
83,2,C++,Linguagem de Programação
83,2,HTML 5,Linguagem de Programação
83,2,C,Linguagem de Programação
83,1,Python,Linguagem de Programação
83,1,Prolog,Linguagem de Programação
83,1,Delphi,Informática / Softwares
83,1,PostgreSQL,Informática / Softwares
84,9,Linux,Informática / Softwares
84,6,C++,Linguagem de Programação
84,5,PHP,Linguagem de Programação
84,5,C (linguagem de programação),Linguagem de Programação
84,4,MySQL,Informática / Softwares
84,4,JavaScript,Linguagem de Programação
84,4,SQL,Linguagem de Programação
84,3,HTML,Linguagem de Programação
84,3,Scrum,Gestão / Administração
84,2,Software Development,TI / Desenvolvedor
84,2,Python,Linguagem de Programação
84,1,Desenvolvimento de software,TI / Desenvolvedor
85,3,Inglês,Idiomas
85,4,Swift,Informática / Softwares
85,4,iOS,Informática / Softwares
85,2,CBL,Linguagem de Programação
85,Não Informado,Objective-C,Linguagem de Programação
85,3,Scrum,Gestão / Administração
86,11,Android Development,Informática / Softwares
86,10,MySQL,Informática / Softwares
86,9,PHP,Linguagem de Programação
86,9,JavaScript,Linguagem de Programação
86,7,Scrum,Gestão / Administração
86,7,Desenvolvimento Android,Informática / Softwares
86,6,SQL,Linguagem de Programação
86,5,Digital TV,Informática / Softwares
86,5,Java Enterprise Edition,Linguagem de Programação
86,5,Linux,Informática / Softwares
86,4,HTML,Linguagem de Programação
86,4,C++,Linguagem de Programação
86,3,JavaSE,Linguagem de Programação
86,3,Lua,Informática / Softwares
86,3,phpMyAdmin,Informática / Softwares
86,3,SQLite,Linguagem de Programação
86,3,CSS,Informática / Softwares
86,3,EJB,Informática / Softwares
86,3,JSF,Informática / Softwares
86,3,JDBC,Informática / Softwares
86,3,Data Mining,TI / Desenvolvedor
86,3,Java,Linguagem de Programação
86,2,Oracle SQL,Informática / Softwares
86,2,DHTML,TI / Desenvolvedor
86,2,Windows,Informática / Softwares
86,2,JPA,Informática / Softwares
86,2,Information Retrieval,TI / Desenvolvedor
86,2,Machine Learning,TI / Desenvolvedor
86,2,UML,Linguagem de Programação
86,2,Python,Linguagem de Programação
86,3,Context Sensitive Solutions,TI / Desenvolvedor
86,3,ITS,TI / Desenvolvedor
86,2,Chrome Extensions,Informática / Softwares
86,1,Unified Modeling Language (UML),Linguagem de Programação
87,3,C++,Linguagem de Programação
87,3,Python,Linguagem de Programação
87,6,Java,Linguagem de Programação
87,3,MySQL,Informática / Softwares
88,12,Java,Linguagem de Programação
88,9,SQL,Linguagem de Programação
88,8,Microsoft SQL Server,Informática / Softwares
88,8,C (linguagem de programação),Linguagem de Programação
88,7,MySQL,Informática / Softwares
88,6,Objective-C,Linguagem de Programação
88,6,Desenvolvimento de software,TI / Desenvolvedor
88,5,Visual Basic,Informática / Softwares
88,4,C,Linguagem de Programação
88,4,Software Development,TI / Desenvolvedor
88,4,C++,Linguagem de Programação
88,4,Scrum,Gestão / Administração
88,3,C#,Linguagem de Programação
88,3,CSS,Informática / Softwares
88,3,HTML,Linguagem de Programação
88,3,Swift,Informática / Softwares
88,3,Microsoft Office,Informática / Softwares
88,2,JSON,Linguagem de Programação
88,2,J2ME,Informática / Softwares
88,2,LaTeX,Informática / Softwares
88,2,Prolog,Linguagem de Programação
88,2,Python,Linguagem de Programação
88,1,Jade,Informática / Softwares
88,1,JavaScript,Linguagem de Programação
88,3,Object Pascal,Linguagem de Programação
88,2,SML,Informática / Softwares
89,1,Inglês,Idiomas
89,Não Informado,Microsoft Office,Informática / Softwares
89,Não Informado,Microsoft PowerPoint,Informática / Softwares
89,Não Informado,Microsoft Word,Informática / Softwares
89,Não Informado,Engenharia,Engenharia
89,Não Informado,Engenharia de processos,Engenharia
90,21,Scrum,Gestão / Administração
90,20,Sistemas operacionais,TI / Desenvolvedor
90,19,SQL,Linguagem de Programação
90,17,Linux,Informática / Softwares
90,16,MySQL,Informática / Softwares
90,10,PostgreSQL,Informática / Softwares
90,9,Operating Systems,TI / Desenvolvedor
90,8,Java,Linguagem de Programação
90,7,UML,Linguagem de Programação
90,7,Shell script,Informática / Softwares
90,5,Microsoft Project,Gestão / Administração
90,4,Database Administration,TI / Desenvolvedor
90,4,Databases,TI / Desenvolvedor
90,4,Delphi,Informática / Softwares
90,4,Software Development,TI / Desenvolvedor
90,4,Banco de dados,TI / Desenvolvedor
90,3,Shell Scripting,Informática / Softwares
90,3,IT Management,Gestão / Administração
90,3,Gestão de TI,Gestão / Administração
90,2,JSF,Informática / Softwares
90,2,C/C++,Linguagem de Programação
90,2,Visual Basic 5.0/6.0,Informática / Softwares
90,2,FreeBSD,Informática / Softwares
90,2,ETL,TI / Desenvolvedor
90,2,Data Warehousing,TI / Desenvolvedor
90,2,XML,Linguagem de Programação
90,2,Windows,Informática / Softwares
90,2,Windows Server,Informática / Softwares
90,2,Unix Shell Scripting,Informática / Softwares
90,2,Debian,Informática / Softwares
90,2,Visual Basic,Informática / Softwares
90,1,Ubuntu,Informática / Softwares
90,1,CVS,Informática / Softwares
90,1,VMware,Informática / Softwares
90,1,Amazon EC2,Informática / Softwares
90,1,Pentaho,Informática / Softwares
90,1,"ETL (Extração, transformação e carregamento)",TI / Desenvolvedor
90,Não Informado,MS Project,Gestão / Administração
90,Não Informado,R,Linguagem de Programação
90,Não Informado,Data Mining,TI / Desenvolvedor
90,Não Informado,BMC Remedy,TI / Desenvolvedor
90,Não Informado,Zabbix,Informática / Softwares
90,Não Informado,Nagios,Informática / Softwares
90,Não Informado,Barman (Backup and Recovery Manager) - PostgreSQL,Informática / Softwares
90,Não Informado,Hyperic HQ,Informática / Softwares
91,31,Marketing digital,Negócios / Marketing
91,23,Google AdWords,Informática / Softwares
91,22,Google Analytics,Informática / Softwares
91,17,Digital Marketing,Negócios / Marketing
91,20,Marketing de motor de busca,Negócios / Marketing
91,40,Mídias sociais,Negócios / Marketing
91,28,Marketing,Negócios / Marketing
91,21,Estratégias de marketing,Negócios / Marketing
91,13,Social Media,Negócios / Marketing
91,15,Marketing social,Negócios / Marketing
91,9,Marketing online,Negócios / Marketing
91,12,SEO (Otimização de motores de busca),TI / Desenvolvedor
91,8,Planejamento estratégico,Gestão / Administração
91,6,SEM,Negócios / Marketing
91,6,Publicidade,Negócios / Marketing
91,7,Publicidade online,Negócios / Marketing
91,7,Social Media Marketing,Negócios / Marketing
91,6,Marketing Strategy,Negócios / Marketing
91,3,Graphic Design,Design / Artes
91,3,Adobe Creative Suite,Informática / Softwares
91,4,Advertising,Negócios / Marketing
91,3,Comunicações de marketing,Negócios / Marketing
91,3,SEO,TI / Desenvolvedor
91,2,Web Design,TI / Desenvolvedor
91,2,Runrun.it,Informática / Softwares
91,3,Estratégia empresarial,Gestão / Administração
91,1,Marketing de Conteúdo,Negócios / Marketing
93,16,Negociação,Negócios / Marketing
93,15,Gestão,Gestão / Administração
93,15,Planejamento estratégico,Gestão / Administração
93,12,Microsoft Excel,Informática / Softwares
93,11,Microsoft Office,Informática / Softwares
93,10,Inteligência empresarial,Gestão / Administração
93,7,Marketing,Negócios / Marketing
93,6,Vendas,Negócios / Marketing
93,5,Gestão de equipes,Gestão / Administração
93,5,Microsoft Word,Informática / Softwares
93,4,Negotiation,Negócios / Marketing
93,4,Empresas startups,Empreendedorismo
93,2,Trade Marketing,Negócios / Marketing
93,2,Strategic Planning,Gestão / Administração
93,2,Marketing comercial,Negócios / Marketing
93,2,Pré-vendas,Negócios / Marketing
93,2,Centrais de atendimento,Negócios / Marketing
93,1,Business Intelligence,Negócios / Marketing
93,1,Call Centers,Negócios / Marketing
93,1,Team Management,Gestão / Administração
93,1,Management,Gestão / Administração
93,1,Pre-sales,Negócios / Marketing
93,1,Start-ups,Empreendedorismo
93,1,Estratégia empresarial,Gestão / Administração
94,24,Market Planning,Negócios / Marketing
94,23,Marketing Strategy,Negócios / Marketing
94,23,Operating Systems,TI / Desenvolvedor
94,19,Digital Marketing,Negócios / Marketing
94,15,DOS,Informática / Softwares
94,14,Trade Marketing,Negócios / Marketing
94,13,E-commerce,Negócios / Marketing
94,11,Sales,Negócios / Marketing
94,9,Negotiation,Negócios / Marketing
94,8,Sales Management,Negócios / Marketing
94,6,Online Advertising,Negócios / Marketing
94,4,Marketing Management,Negócios / Marketing
94,4,Market Analysis,Negócios / Marketing
94,3,Business Planning,Negócios / Marketing
94,2,Recruiting,Gestão / Administração
94,2,Strategic Sales,Negócios / Marketing
95,10,Consulting,Gestão / Administração
95,9,Management Consulting,Gestão / Administração
95,4,Business Strategy,Negócios / Marketing
95,12,Chemical Engineering,Engenharia
95,11,Software Development,TI / Desenvolvedor
95,11,VBA,TI / Desenvolvedor
95,8,Microsoft Excel,Informática / Softwares
95,6,Management,Gestão / Administração
95,8,Process Engineering,Engenharia
95,8,Metallurgy,Engenharia
95,6,Team Leadership,Gestão / Administração
96,32,Business Strategy,Negócios / Marketing
96,29,E-commerce,Negócios / Marketing
96,26,Business Intelligence,Negócios / Marketing
96,19,Start-ups,Empreendedorismo
96,19,Entrepreneurship,Empreendedorismo
96,15,Scrum,Gestão / Administração
96,15,Cloud Computing,TI / Desenvolvedor
96,15,Project Management,Gestão / Administração
96,14,Strategic Planning,Gestão / Administração
96,11,Business Analysis,Negócios / Marketing
96,11,Business Planning,Negócios / Marketing
96,9,Team Leadership,Gestão / Administração
96,6,ITIL,TI / Desenvolvedor
96,5,IT Management,Gestão / Administração
96,5,Strategy,Gestão / Administração
96,4,Information Security,TI / Desenvolvedor
96,3,COBIT,TI / Desenvolvedor
96,3,PHP,Linguagem de Programação
96,2,Mobile Applications,Informática / Softwares
96,2,Outsourcing,TI / Desenvolvedor
96,2,Digital Marketing,Negócios / Marketing
96,1,PMI,Gestão / Administração
96,1,ERP,Gestão / Administração
96,1,Business Process Improvement,Negócios / Marketing
96,1,Agile Methodologies,Gestão / Administração
96,2,Governance,Comportamento / Social
97,15,Negociação,Negócios / Marketing
97,10,B2B,Negócios / Marketing
97,10,Estratégia empresarial,Gestão / Administração
97,7,Business Strategy,Negócios / Marketing
97,7,Negotiation,Negócios / Marketing
97,7,Estratégias de marketing,Negócios / Marketing
97,6,Marketing Strategy,Negócios / Marketing
97,6,Gestão de vendas,Negócios / Marketing
97,5,Gestão,Gestão / Administração
97,5,Vendas,Negócios / Marketing
97,5,Planejamento estratégico,Gestão / Administração
97,4,Microsoft Office,Informática / Softwares
97,3,Desenvolvimento de novos negócios,Negócios / Marketing
97,3,Liderança de equipe,Comportamento / Social
97,2,Marketing digital,Negócios / Marketing
97,2,Microsoft Word,Informática / Softwares
97,2,Sales Management,Negócios / Marketing
97,2,Microsoft PowerPoint,Informática / Softwares
97,2,PowerPoint,Informática / Softwares
97,1,Inglês,Idiomas
97,1,Desenvolvimento empresarial,Gestão / Administração
97,1,Salesforce.com,Negócios / Marketing
97,Não Informado,New Business Development,Negócios / Marketing
97,Não Informado,Business Development,Negócios / Marketing
98,6,Microsoft Office,Informática / Softwares
98,5,Microsoft PowerPoint,Informática / Softwares
98,4,Microsoft Word,Informática / Softwares
98,3,Liderança de equipe,Comportamento / Social
98,2,Oratória,Oratória / Escrita
98,2,Liderança,Comportamento / Social
98,1,Microsoft Excel,Informática / Softwares
98,1,Management,Gestão / Administração
98,Não Informado,Pesquisa,Negócios / Marketing
98,Não Informado,Sales Operations,Negócios / Marketing
99,8,E-commerce,Negócios / Marketing
99,6,Digital Marketing,Negócios / Marketing
99,5,DAS,Empreendedorismo
99,5,Business Strategy,Negócios / Marketing
99,5,Business Planning,Negócios / Marketing
99,4,Portuguese,Idiomas
99,4,Online Advertising,Negócios / Marketing
99,4,Marketing Strategy,Negócios / Marketing
99,4,Market Planning,Negócios / Marketing
99,3,Trade Marketing,Negócios / Marketing
99,3,Marketing Management,Negócios / Marketing
99,3,Operating Systems,TI / Desenvolvedor
99,2,Strategic Planning,Gestão / Administração
99,2,Negotiation,Negócios / Marketing
99,2,Management,Gestão / Administração
99,2,Team Leadership,Gestão / Administração
99,2,Sales Management,Negócios / Marketing
99,2,Microsoft Office,Informática / Softwares
99,2,English,Idiomas
99,2,Social Media Marketing,Negócios / Marketing
99,2,PowerPoint,Informática / Softwares
100,41,Sistemas operacionais,TI / Desenvolvedor
100,29,Gestão,Gestão / Administração
100,20,Negociação,Negócios / Marketing
100,18,Marketing digital,Negócios / Marketing
100,18,ERP (Planejamento de recursos empresariais),Gestão / Administração
100,16,Estratégia empresarial,Gestão / Administração
100,15,Planejamento estratégico,Gestão / Administração
100,13,Empresas startups,Empreendedorismo
100,12,Vendas,Negócios / Marketing
100,12,Planejamento empresarial,Gestão / Administração
100,9,Operating Systems,TI / Desenvolvedor
100,7,Gestão de vendas,Negócios / Marketing
100,5,Gestão de relação de clientes,Negócios / Marketing
100,5,Management,Gestão / Administração
100,5,Negotiation,Negócios / Marketing
100,4,Sales Management,Negócios / Marketing
100,4,Digital Marketing,Negócios / Marketing
100,4,Venda de soluções de software,TI / Desenvolvedor
100,3,Microsoft CRM,Gestão / Administração
100,3,Web 2.0,TI / Desenvolvedor
100,3,Start-ups,Empreendedorismo
100,2,Web Analytics,TI / Desenvolvedor
100,2,Web Design,TI / Desenvolvedor
100,2,Vendor Management,Negócios / Marketing
100,2,Vendor Relations,Negócios / Marketing
100,2,Pre-sales Technical Support,Negócios / Marketing
100,2,Google Adwords,Informática / Softwares
100,2,Google Analytics,Informática / Softwares
100,2,IT Outsourcing,TI / Desenvolvedor
100,2,Mobile Telecommunications,Negócios / Marketing
100,2,Corporate Management,Gestão / Administração
100,2,Key Account Management,Gestão / Administração
100,2,Field Marketing,Negócios / Marketing
100,2,Sales Representatives,Negócios / Marketing
100,2,Insurance,Negócios / Marketing
100,2,Social Media,Negócios / Marketing
100,2,Social Media Marketing,Negócios / Marketing
100,2,ERP,Gestão / Administração
100,2,Business Coaching,Negócios / Marketing
100,2,Coaching,Gestão / Administração
100,2,Executive Coaching,Gestão / Administração
100,2,Solution Selling,Negócios / Marketing
